Food Name,Food Group,Food Sub Group,Per Serving,Energy (kcal),Protein (g),Total Fat (g),Carbo (g),Dietary Fibre (g),Calcium (mg),Sugar (g)
"Meringue, commerial","SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Cylindrical Piece/Tube (25g),91.99,0.65,0.35,22.53,0,0.75,22.35
Parfait,"SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Cup (345g),376.05,8.63,10.38,62.45,2.76,190.1,35.88
"Puddings, lemon, dry mix, instant","SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",1 portion (25g),94.5,0,0.18,23.85,0,0.5,0
Vanilla custard,"SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Cup (280g),249.62,12.6,2.52,44.24,2.8,364,37.8
"Jam, berry","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (20g),52.63,0.06,0,13.46,0.32,1.6,13.44
"Jam, kaya","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Teaspoon (8g),25.18,0.31,0.96,3.83,0.09,1.85,3.47
"Jam, mango","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (21g),63.63,0,0.02,15.88,0.13,0.63,
"Jam, pineapple","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (22g),51.69,0.18,0.07,12.58,0.2,1.76,12.54
"Jam, stone fruit","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (20g),49.9,0.04,0,12.8,0.18,1,12.78
"Jam, unspecified","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (26g),66.18,0.08,0,17.13,0.34,1.82,17.11
"Jelly, crystals, unspecified flavour","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (18g),68.12,1.28,0,16.33,,0.72,16.33
"Jelly, prepared","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Cup (280g),193.2,3.64,0,45.36,0,2.8,45.36
"Marmalade, orange","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (20g),50.77,0.02,0,13.1,0.16,3,13.08
"Spread, hazelnut and chocolate-flavoured","SUGARS, SWEETS AND CONFECTIONERY","Jams, jellies, preserves",Tablespoon (19g),98.42,1.29,5.62,10.98,0.7,24.7,10.87
"Cordial, blackcurrant (min 25% juice), diluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (262g),92.15,0,0,23.84,0,5.24,23.84
"Cordial, blackcurrant, undiluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (308g),628.32,0.31,0,142.3,0,18.48,142.3
"Cordial, citrus (40% juice) diluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (260g),95.78,0,0,24.44,0,5.2,24.44
"Cordial, citrus (min 25% juice) diluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (259g),87.98,0,0,22.53,0,5.18,22.53
"Cordial, citrus (min 25% juice), undiluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (292g),423.34,0,0,108.92,0,8.76,108.92
"Cordial, citrus (min 40% juice), undiluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (299g),471.4,0.6,0,120.2,0,11.96,120.2
"Cordial, lime (min 15% lime juice) diluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (258g),82.1,0,0,20.64,0,5.16,20.64
"Cordial, lime (min 15% lime juice), undiluted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (296g),480.82,0.3,0,121.06,0,11.84,121.06
Glaze and Icing Sugar,"SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (126.8g),483.11,0,0,125.53,0,,113.23
Honey,"SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Tablespoon (28g),88.29,0.06,0,22.99,0,2.24,22.99
"Lemonade, frozen concentrate, white","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Can (219g),429.24,0.48,1.53,99.84,0.66,15.33,97.37
"Powdered sugar, sifted","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (100g),389,0,0,99.77,0,1,97.81
"Sugar, brown","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Tablespoon (13g),48.27,0.03,0,12.58,0,19.5,12.58
"Sugar, rock","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Piece (2g),7.92,0,0,1.98,0,0,1.98
"Sugar, syrup, ice fusion","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",1 portion (210g),90.3,0,0,22.68,0,2.1,22.26
"Sugar, white","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Teaspoon (5g),19.14,0,0,5,0,0.05,5
"Syrup, golden","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Tablespoon (20g),57.4,0.06,0,14.98,0,46,14.98
"Syrup, maple","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Tablespoon (20g),50.43,0,0,13,0,21,
"Syrup, rose","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Tablespoon (18g),48.23,0,0,12.06,0,0.36,
"Syrups, table blends, corn, refiner , and sugar","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (316g),1008.04,0,0,265.12,0,72.68,
"Tamarind nectar, canned","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Cup (251g),143.07,0.23,0,35.72,1.26,25.1,31.88
"Treacle, black","SUGARS, SWEETS AND CONFECTIONERY","Sugars, syrups",Tablespoon (23g),62.28,0.25,0,15.32,0,112.24,
"Longbeans, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (104g),48.88,2.63,0.1,9.55,2.7,45.76,
"Peas, garden, fresh",VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (157g),78.5,11.3,0.94,6.12,1.57,29.83,5.34
"Peas, green, canned, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (175g),128.52,9.45,0.88,14.88,12.25,47.25,6.48
"Peas, green, frozen",VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (160g),80.3,9.28,0.64,9.28,9.28,43.2,3.04
"Peas, salted, fried in blended oil",VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (112g),529.75,15.46,23.74,63.62,4.93,81.76,3.02
Petai,VEGETABLE AND VEGETABLE PRODUCTS,"Legumes (eg fresh beans,peas in pods)",Cup (120g),148.8,12,2.16,20.28,2.64,151.2,4.08
"Bamboo shoots, braised, canned, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (5.8g),3.77,0.09,0.25,0.28,0.12,1.28,
"Bamboo shoots, pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (144g),60.48,3.02,0,12.24,2.88,30.24,
"Carrot, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (big) (206g),92.7,2.25,0.37,21.59,6.8,63.86,21.49
"Corn, on cob, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cylindrical Piece/Tube (130g),120.9,4.04,0.96,29.03,3.64,3.9,4.67
"Flour, sweet potato",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (160g),512,8.16,3.36,112.16,19.84,192,
"Flour, tapioca",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (124g),445.16,1.24,0.12,117.8,1.12,9.92,0
"Ginger, pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Slice (1.8g),1.69,0.05,0.01,0.36,0.02,0.16,
Huai shan,VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (15g),36.45,0.84,0.02,8.27,0.47,5.25,0.51
"Juice, carrot, canned",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Glass (250ml) (250g),98.59,2.38,0.5,23.25,2,60,21.75
"Lotus root, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (120g),79.2,1.9,0.08,19.24,3.72,31.2,0.6
Mashed potato,VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (114g),54.72,1.82,0.99,9.69,0.8,13.79,1.25
"Onion, small, pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (8.4g),6.72,0.04,0.01,1.62,0.11,0.42,
Potato chips,VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (2.5g),11.58,0.15,0.63,1.34,0.08,0.75,0.11
"Potato chips, frozen, oven-fried",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Strand/Strips (13.3g),37.77,0.64,1.08,5.92,0.61,1.06,0.03
Potato flour,VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (160g),571.2,11.04,0.54,132.93,9.44,104,
"Potato, mashed, fast food",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (240g),213.6,3.96,6.77,32.04,3.12,43.2,1.2
"Potato, old, baked, flesh and skin",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (202g),220.15,4.65,0.2,50.9,7.07,20.2,1.82
"Potato, old, boiled in unsalted water, flesh only",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Cup (156g),134.16,2.65,0.16,31.2,2.81,12.48,1.09
"Potato, without skin, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (135g),116.1,2.31,0.14,27.01,2.43,10.8,1.67
"Potatoes, french fried, salt added in processing, frozen, as purchased.",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Strand/Strips (9g),13.23,0.2,0.42,2.06,0.17,0.81,0.02
"Radish, Chinese, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Slice (30.67g),5.21,0.21,0.07,1.05,0.49,5.21,
"Radish, chinese, pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (10g),4.2,0.17,0.03,0.82,0.09,0,0.82
Rosti,VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (187g),753.16,10.3,52.36,60.18,6.98,51.56,3.35
"Sweet potato, boiled, without skin",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (151g),158.55,2.49,0.45,36.66,2.72,31.71,20.75
"Sweet potato, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Slice (4.44g),15.1,0.21,0.04,3.49,0.09,4.97,0.93
"Taro, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Gram (1g),2.84,0.04,0.01,0.67,0.01,0.34,0.03
"Yam, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (143.78g),166.78,2.14,0.2,39.68,5.61,20.13,
Aloe vera,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Slice (100g),3.5,0,0,0.87,0.02,41.05,0.87
"Asparagus, canned, solid and liquid",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Stalk (10g),1.41,0.18,0.02,0.22,0.21,1.4,0.22
Banana flower,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (34g),9.52,0.48,0.07,1.5,0.27,102.34,0
"Beansprouts, mung, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (109.56g),23.01,2.22,0.1,4.59,0.88,13.15,
"Broccoli, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Half Cup (79.8g),22.34,2.38,0.28,4.04,2.31,36.71,
"Carrot, dehydrated",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (74g),250.12,5.85,1.63,47.14,9.77,441.78,
"Cauliflower, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (124g),28.52,2.28,0.56,5.1,3.35,19.84,
"Celery, Dehydrated",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Gram (1g),2.87,0.12,0.02,0.53,0.12,6.45,0.18
"Champignon, canned in brine, heated, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Piece (10g),1.58,0.14,0.01,0.16,0.3,1.1,0.05
"Chilli, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Whole (1.14g),2.42,0.17,0.14,0.13,0.48,0.14,0.13
"Choko, boiled, peeled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (140g),34.5,0.84,0.28,6.02,2.38,26.6,5.18
Cream of mushroom soup,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Bowl-soup (16 and 1/2 cm) (244g),87.84,2.93,4.95,7.81,0.98,41.97,2.44
"Cucumber, pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",1 portion (145.63g),18.8,1.17,0,3.64,0.87,58.25,
Drumstick vegetable,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Stick (10g),4,0.51,0.03,0.41,0.51,2.2,
"Eggplant, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (99g),27.72,0.82,0.23,6.57,2.48,5.94,
"Fungus, white, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (28g),56,2.8,0.39,10.33,8.51,10.08,
"Gourd, bitter,boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Piece (18.67g),3.55,0.16,0.03,0.81,0.37,1.68,0.36
"Gourd, wax, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (175g),22.75,0.7,0.35,5.3,1.75,31.5,
"Jew's ear, soaked",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (99g),20.79,1.49,0.2,3.37,2.57,33.66,0
"Jew's ears, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (26g),57.73,1.56,0.03,12.79,8.01,36.66,
"Leek, flake, dehydrated",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Gram (1g),4.47,0.13,0.03,0.8,,3.38,
"Lily bud, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (54.44g),108.34,10.56,0.76,14.81,4.19,163.86,
"Loofah, angled gourd",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Whole (141g),28.31,1.55,0.56,4.09,0.85,39.48,3.67
"Mixed vegetables, frozen",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (145g),85.95,3.92,0.29,19,8.56,36.25,10.3
"Mushroom, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (156g),42.51,3.43,0.78,7.96,3.43,9.36,
"Mushroom, button, canned",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Piece (12.3g),4.06,0.09,0,0.92,0.09,0.62,0.07
"Mushroom, chinese, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Whole (2.44g),6.15,0.51,0.11,0.77,0.51,3.1,0.39
"Mushroom, chinese, soaked",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Packet (624g),411.84,19.34,1.25,80.5,19.34,49.92,0
"Mushrooms, canned, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (156g),38.03,2.96,0.47,7.74,4.68,7.8,
"Mushrooms, shitake, cooked",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (145g),80.4,2.32,0.29,20.74,3.34,4.35,
"Mushrooms, shitake, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (145g),429.04,13.92,1.45,109.29,30.45,15.95,
"Okra, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Whole (10.6g),2.33,0.2,0.02,0.48,0.27,8.16,0.25
"Olive, black",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Piece (5.4g),12.64,0.09,1.36,0.04,0.13,3.35,0.04
"Peppers, capsicum, yellow",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Whole (medium) (160g),35.2,1.44,0.48,8,1.44,27.2,7.84
"Pumpkin and squash seed kernals , dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (138g),746.58,33.81,63.34,24.58,3.04,59.34,0
"Pumpkin and squash seed kernels, roasted, without added salt",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (227g),1302.98,67.74,111.34,33.39,14.76,118.04,
"Pumpkin, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (245g),49,1.72,0.25,12.01,2.7,36.75,2.45
Sea moss,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (100g),246,22.8,0.8,36.8,21.9,875,
Seaweed,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (144g),298.05,38.45,1.58,32.4,31.1,380.16,
"Seaweed, dried, agar agar",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Packet (20g),61.28,1.24,0.06,16.18,1.54,125,
"Seaweed, dried, hai tai",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Piece (18g),45.34,0,0.22,10.84,3.89,42.3,9.76
"Seaweed, soaked",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (100g),14.1,1.1,0.1,2.1,0.9,241,
"Sweetcorn, canned, cream style",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (256g),185.39,4.35,1.02,46.34,6.4,7.68,6.91
"Sweetcorn, fresh, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (164g),177.95,5.41,2.13,41.16,4.1,3.28,4.92
"Sweetcorn, frozen, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (175g),189.23,5.43,1.58,52.33,6.13,8.75,4.55
"Tomato juice, canned",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (248g),56.9,2.73,0,11.41,1.98,22.32,11.41
Tomato puree,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (255g),104.22,4.34,0.41,25.5,5.1,38.25,25.25
"Tomatoes, stewed",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (101g),79.79,1.98,2.71,13.18,1.72,26.26,
"Vegetable juice, canned",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (243g),45.3,1.46,0.24,10.94,1.94,26.73,10.94
"Vegetable, dark green non-leafy, unspecified, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",1 portion (50g),12.5,1.4,0.15,2.25,1.35,19.5,0.2
"Vegetable, pale green non-leafy, unspecified, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",1 portion (50g),11,0.89,0.21,1.95,1.33,11.85,0.08
"Vegetable, szechuan",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Whole (173g),50.03,3.81,0.52,7.61,3.63,268.15,
"White fungus, soaked",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Scoop (24g),5.04,0.36,0.05,0.82,0.62,8.16,0
"Zucchini, green skin, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (155g),27.06,1.55,0.47,2.95,2.17,32.55,2.95
"Cabbage, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (120g),27.6,1.52,0.07,6.61,2.28,57.6,3.35
"Cabbage, celery, chinese, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (119g),16.66,1.79,0.2,2.87,0.6,38.08,
"Cabbage, pekinese, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (238g),680.89,14.76,1.9,151.13,22.37,2161.04,
"Cabbage, white, chinese, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (170g),20.4,2.65,0.27,3.03,2.72,158.1,
Caesar salad,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",1 portion (213g),93.72,6.77,4.37,5.71,3.41,183.18,4.43
"Chrysanthemum garland, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (100g),20,1.64,0.09,4.31,2.3,69,
"Fast foods, salad, vegetable, tossed, without dressing, with chicken",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (145g),69.6,11.6,1.45,2.48,,24.65,
"Kale, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (130g),36.4,2.47,0.52,7.32,1.04,93.6,0
"Kangkong, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (98g),19.6,2.04,0.24,3.64,1.86,52.92,
"Mustard cabbage, leaf and stem, highland pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (165g),23.1,1.65,0,4.29,3.3,80.85,4.29
"Mustard cabbage, leaf and stem, lowland pickled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Stalk (274g),81.86,5.21,0,15.62,5.48,139.74,15.62
"Mustard green, stem, pickled, canned",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Piece (32g),25.77,0.26,0.16,5.6,,4.8,
"Mustard, indian, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (140g),21,3.16,0.34,2.94,2.8,103.6,
Preserved lettuce,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Can (64g),42.88,1.28,0.13,9.28,1.28,21.12,7.3
"Salad with 3 vegetable toppings, no dressing",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Bowl-soup (16 and 1/2 cm) (253g),58.19,4.05,1.37,7.59,4.3,88.8,6.58
"Salad with chicken and 3 vegetable toppings, no dressing",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Bowl-soup (16 and 1/2 cm) (308g),147.84,21.56,4.13,5.85,6.78,87.78,5.24
"Salad with chicken and 4 vegetable toppings, no dressing",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Bowl-soup (16 and 1/2 cm) (342g),177.84,23.26,5.37,8.89,8.21,94.05,7.18
"Salad with fish and 3 vegetable toppings, no dressing",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Bowl-soup (16 and 1/2 cm) (272g),114.24,12.24,4.52,5.98,5.44,87.04,5.44
"Salad, vegetable, tossed, without dressing",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (138g),22.08,1.73,0.1,2.24,2.21,17.94,
Sambal sweet potato leaves,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Plate-20cm (268g),289.44,8.31,25.57,6.7,3.75,232.09,5.63
Spinach with trio egg,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Bowl-soup (16 and 1/2 cm) (675g),337.5,22.28,24.64,7.43,4.73,456.98,6.08
"Spinach, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (180g),41.4,5.35,0.47,6.75,4.32,244.8,
Stir-fried nai bai,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Plate-20cm (277g),268.69,5.26,25.51,4.71,2.49,223.54,4.71
"Vegetable , with gluten, canned",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Can (246g),196.8,11.32,6.64,22.88,6.4,46.74,11.56
"Vegetable, dark green leafy, unspecified, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",1 portion (62.5g),13.75,1.36,0.15,2.44,1.18,50.63,0
"Vegetable, pale green leafy, unspecified, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",1 portion (50g),8.54,0.65,0.14,1.59,0.65,21.35,0
"Vegetable, preserved, tang chye",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Tablespoon (12g),5.51,0.42,0.04,0.88,0.34,16.2,
